id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
42,Berge & Berge,"Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant Review ""one of the bestselling business books of the century"" -- Financial Times ""Blue Ocean Strategy is the most successful book on business master-planning in recent years."" -- The Economist ""A great read for any leader looking to get a real edge in business and establish a real competitive advantage in the market."" -- Qantas The Australian Way Praise for Blue Ocean Strategy A bestseller across 5 continents More than 3.6 million copies sold worldwide Translated into 46 languages A Wall Street Journal, BusinessWeek, and Fast Company bestseller Thinkers50 Strategy Award for Best Business Book of the decade The Fast Company Leadership Hall of Fame Winner of the Carl S. Sloane Award for Excellence in Management Consulting 				    	 					 About the Author W. Chan Kim and Renée Mauborgne are Professors of Strategy at INSEAD and Co-Directors of the INSEAD Blue Ocean Strategy Institute. They are the authors of Blue Ocean Strategy, which has sold over 3.5 million copies, is being published in a record-breaking 43 languages, and is a bestseller across five continents. They are ranked No. 2 in The Thinkers50 listing of the World’s Top Management Gurus and are the recipients of numerous academic and management awards including the Nobel Colloquia Prize for Leadership on Business and Economic Thinking, the Carl S. Sloane Award by the Association of Management Consulting Firms, the Leadership Hall of Fame by Fast Company, and the Eldridge Haynes Prize by the Academy of International Business among others. Kim is an advisor to several countries and Mauborgne is a member of President Barack Obama’s Board of Advisors on education.",2023-02-24,0,0.00078474486,0.706,1.134496258677401,
43,Berge & Berge,"BEVERLY STUDIO 12 INCHES Drum LAMP Shade & 55"" HIGH Iron Floor LAMP (Beige) Color Name:BEIGE   This Floor lamp is a ideal piece for decorating homes. It will add peace and vibrant positive energy to your home. The contemporary wrought iron floor lamp with shade is here to add light and glow to your room. You can place this floor lamp in any corner and decorate the house. There is no doubt that this classic fabric shades wood floor lamp is a sleek, modern and multi-faceted lamp that suits anywhere. It will ornament your living room very well by putting beside sofa. At night, when all your family members will be sitting on the sofa and watching TV, this floor lamp will surely make your living room much more warm and bright. The specified bulbs are not included. Assembly is required. When delivered, the customer has to assemble the floor lamp. Some color variation in photos of our products, including furniture finishes, leathers and fabrics, is possible due to lighting and differing resolution quality on computer devices.",2023-04-01,0,0.0038050255,0.706,0.0580467001894753,
44,Berge & Berge,"Segolike 1 Yard Embroidered Flower Lace Trims Mesh Applique for Clothing Sewing Craft Description:Beautiful And Elegant Flower Lace Mesh In Gold Leaf Embroidered Finish;Perfect For Sewing Crafts Projects,Can Adorning Your Jeans,Hats,Jackets,Wedding Dress And More;Material: Mesh Yarn;It;S Smooth And Soft. Quite Comfortable To Touch;About 1 Yard Per Package.Package Includes:1 Yard Flower Lace Trims Per BagNote:Since The Size Above Is Measured By Hand, The Size Of The Actual Item You Received Could Be Slightly Different From The Size Above. Meanwhile, Please Be Reminded That Due To Lighting Effects, Monitor;S Brightness / Contrast Settings Etc, There Could Be Some Slight Differences In The Color Tone Of The Pictures And The Actual Item",2023-03-12,0,0.007022531,0.706,0.1187911078946099,
45,Berge & Berge,Kids Basket Baby Boys and Girls 100% Pure Cotton White Vest Inner wear Combo Pack of 6 Kids Basket Brings You The Best Quality Cotton Inner wear vest For Boys. These are made from fine cotton fabric that provides comfort and smooth fit to your baby Boys And Girls. The fabric is extremely breathable & fit comfortably. Trendy Inner wear brought to you from the fashion brand Of Kids Basket. This inner combo entices in soft Cotton fabrics to perfectly show off the silhouette and make it the perfect addition for your Kids Nightwear and wardrobe. Live up your fantasies and Shop with Confidence !,2023-01-12,0,0.0042942734,0.706,0.1082480366955144,
46,Berge & Berge,"HRINKAR 3D Glass for Mobile Phone, Computer, Laptop, TV, Magazines and Projector(Medium, Multicolour) Anaglyph 3D red and cyan glass for 3D photography and 3d movies. 3D Glasses used for 3d movies, viewing 3D Print, magazines, comic books, Anaglyph photos on the internet and publications. Also great for 3D TV, movies and games.. The following 3d films are viewable with our Plasstic 3D Glasses 1) Journey 3d 2) Haunted Castle 3d 3) Buffy 3d Musical 4) Shark Boy Lava Girl 5) Jaws 6) My Bloody Valentine 7) Journey to the earth 8) Coraline 3d 9) Final Destination",2023-03-30,1,0.8862941,0.706,1.128921393965052,
47,Berge & Berge,"Voberry Baby-boys Bow Ties, Pre-Tied Striped Bow Tie Necktie With djustable Strap (A) Package Content:  1PC Elastic Tie Necktie  If you have any question about our goods, pls feel free to contact with us and we will supply you best after-service, thank you!  Thank you for visiting,have a nice day!",2023-01-09,0,0.5997613,0.706,0.1503643390126841,
48,Berge & Berge,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation Amazon.com Review What should we think when on the one hand Buddhism tells us that life is suffering and on the other we are told to enjoy life's every moment? Loved around the world for his simple, straightforward explanations of Buddhism, Thich Nhat Hanh has finally turned his hand to the very core of Buddhism and conundrums such as this. In the traditional way, Thich Nhat Hanh takes up the core teachings one by one--the Four Noble Truths, the Noble Eightfold Path, the Twelve Links of Interdependent Co-Arising--but his approach is as fresh as a soft breeze through a plum orchard. For illustration, he dips into the vast stores of Buddhist literature right alongside contemporary anecdotes, pointing out subtleties that can get glossed over in other popular introductions. He also includes three short but key sutras, essential source teachings from which all Buddhism flows. Studying the basics of Buddhism under Zen master Thich Nhat Hanh is like learning basketball from Michael Jordan. --Brian Bruya  Review ""Thich Nhat Hanh writes with the voice of the Buddha.""--Sogyal Rinpoche""If there is a candidate for 'Living Buddha' on earth today, it is Thich Nhat Hanh.""--Richard Baker-roshi""Thich Nhat Hanh shows us the connection between personal, inner peace, and peace on earth.""--His Holiness the Dalai Lama""Thich Nhat Hanh is a real poet.""--Robert Lowell               See all Product description",2023-02-17,0,0.0014944808,0.706,0.0973719189694122,
49,Berge & Berge,"Home Spa Luxury Cool Mist Dolphin Humidifier for Adults and Baby Bedroom - 2 L Home Spa Luxury Humidifier for your office and home. No filters required. Made from premium ABS material. Holds 2 Liters of water and works for 8 hours. Product is made with American Technology by Nureca Inc New York USA . The Humidifier comes with 1 Year Standard Warranty. The warranty can be extended for additional 6 months for free by registering on manufacturer website within 15 days. Extended warranty program is conditional subject to terms and conditions of the manufacturer. Designed and Engineered by Nureca Inc USA. Breakage of Humidifier, water damage, voltage damage, damage due to drops, general wear and tear excluded from warranty. Warranty covers manufacturing defect in Humidifier only. Customer to send Humidifier to Dr Trust service centre in India for repair. Please do not attempt to repair Humidifier yourself /unauthorized repair as this may cause electric shock and will also void warranty.",2023-03-04,0,0.0026418588,0.706,0.135275069008277,
50,Berge & Berge,"20 Practice Sets for IBPS Bank Clerk 2018 Preliminary Exam - 15 in Book + 5 Online Tests About the Author Disha Experts is a team of most renowned and prolific content writers pioneering in School and Test Prep segments (Competitive Exams and Government Vacancies). It consists of more than 30 experts comprising of PhDs, B-Techs, PGs, etc. working full-time with decades of experience in various academic and competitive exam verticals. Disha Experts has emerged as a think tank in the School and Test Prep segments providing the most updated (latest pattern and syllabus-wise) to-the-point student friendly (relevant and easy-to-understand presentation) content such that the aspirants can give their best.",2023-02-09,0,0.00043265644,0.706,0.1307080249504367,
51,Berge & Berge,"Wipro Garnet 2 feet 10-Watt LED Batten (Cool Day Light) Size:Pack of 1   Procedure to claim warranty: Customer can contact_us on: [ 18004251969 ]. Customer will have to provide details - Name, contact number, mail id, full address with pin code and product details (Eg: 12w LED Bulb 6500k). A copy of invoice is also mandatory. Customer will be contacted by the Wipro service team within 7 days of email. And if product is found defective and within warranty, it will be replaced.",2023-04-01,0,0.0021997625,0.706,1.0931540704574092,
52,Berge & Berge,"Blind Descent: The Quest to Discover the Deepest Place on Earth Review ""Heart-stopping and relentlessly gripping. Tabor takes us on an odyssey into unfathomable worlds beneath us, and into the hearts of rare explorers who will do anything to get there first.""—Robert Kurson, author of ShadowDivers""Holds the reader to his seat, containing dangers aplenty with deadly falls, killer microbes, sudden burial, asphyxiation, claustrophobia, anxiety, and hallucinations far underneath the ground in a lightless world. Using a pulse-pounding narrative, this is tense real-life adventure pitting two master cavers mirroring the cold war with very uncommonly high stakes.""—Publishers Weekly (starred review)""A fascinating and informative introduction to the sport of cave diving, as well as a dramatic portrayal of a significant man-vs.-nature conflict. . . . What counts is Tabor’s knack for maximizing dramatic potential, while also managing to be informative and attentive to the major personalities associated with the most important cave explorations of the last two decades.""—Kirkus Reviews  About the Author James M. Tabor’s last book was the international award-winning Forever on the Mountain: The Truth Behind One of Mountaineering’s Most Controversial and Mysterious Disasters. The writer and on-camera host of the acclaimed national PBS series The Great Outdoors, Tabor was also co-creator and executive producer for the 2007 History Channel special Journey to the Center of the World. Tabor is a former contributing editor to Outside magazine and Ski Magazine; his writing has also appeared in Time, Smithsonian, Barron’s, U.S. News & World Report, The Wall Street Journal, The Washington Post, and many other national publications.  				    	 					              See all Product description",2023-02-15,0,0.0011058105,0.706,1.123462310977889,
